video id,initial time,final time,question,answer
gi0wjdtxaC4,0,64.46,a boy does [blank] and back hand springs on the grass as a friend watches and records .,cartwheels
ru4NMIVZqrg,101.1,140.42,"a [blank] is inserted into her tonue and clipped , creating a piercing .",rod
r09mVf2dQnk,47.54,68.62,the worker uses a hand towel to clean out the liquid in the [blank] .,sink
8TqqLqBb3sk,16.66,23.45,"she shows a [blank] , pushing on it with her fist .",bag
_cU5aISTDBo,11.34,20.02,a man picks up a long [blank] and starts running down a track .,pole
3FUVKpQA6IY,0,16.2,some people are playing [blank] bong having a good time .,beer
3FUVKpQA6IY,16.85,47.3,she drinks her [blank] and then wets her [blank] in water before throwing her ball .,ball
IytPbGtfo14,31.55,46.71,the lady pours [blank] shots of liquor into a cup .,three
IytPbGtfo14,76.21,78.67,the lady adds some [blank] stuff .,red
J7LhH4IKvnM,0,84.04,a large [blank] is standing in a bath tub .,dog
J7LhH4IKvnM,0,84.04,a large dog is standing in a bath [blank] .,tub
J7LhH4IKvnM,27.67,49.2,a woman in a pink shirt is scrubbing the [blank] with soap .,dog
8EGM3zcvjs8,0,39.21,[blank] people are standing at the studio .,eight
Z2b84JjYdtw,14.11,23.37,girls perform holding [blank] .,flags
3LrLgh2rlAM,0,15.25,a man wearing black is in a [blank] .,gym
3LrLgh2rlAM,1.75,7.24,he picks up some heavy [blank] .,barbells
3LrLgh2rlAM,13.19,15.25,he then drops the [blank] onto the ground .,barbells
Vk-aKj0R65o,0,81.03,"[blank] people are in a room , wearing fencing equipment .",two
Vk-aKj0R65o,0,81.03,"two people are in a [blank] , wearing fencing equipment .",room
ooWk0EL6I7o,0,10.97,a [blank] enters the scene .,broom
Cb_R59_-0zU,67.49,99.99,"she then turns on the faucet and rinses her hands , dries them , and puts the napkin in the trash [blank] .",can
Mk9n7isIyBs,4.77,16.36,a woman wearing a pink and white shirt and [blank] tights is standing in her front yard .,black
Mk9n7isIyBs,16.36,29.31,she is holding [blank] batons in her and twirling them .,two
Mk9n7isIyBs,81.79,97.47,she then throws the [blank] from underneath her leg and catches it with her other hand .,baton
Mk9n7isIyBs,130.87,136.32,she finally bows down and holds the [blank] straight in her hand .,baton
FCYdwCXRNVI,16.65,19.15,the person pauses and adjusts his [blank] .,helmet
FCYdwCXRNVI,26.64,29.14,the man lifts his [blank] briefly .,helmet
FCYdwCXRNVI,40.79,43.29,the man lifts and lowers his [blank] .,helmet
FCYdwCXRNVI,80.75,83.24,the man finishes and lifts his [blank] .,helmet
QLVgy-1ydr0,71.08,73.23,a [blank] pushes a man down .,bull
QLVgy-1ydr0,114.16,117.39,the [blank] is lured into a pen .,bull
QLVgy-1ydr0,129.23,159.39,a male attaches [blank] hollow sticks on a bull and runs off .,two
QLVgy-1ydr0,160.46,162.62,the [blank] tackles the male .,bull
QLVgy-1ydr0,179.85,184.16,the male leaves a black [blank] behind .,shoe
QLVgy-1ydr0,179.85,184.16,the male leaves a [blank] shoe behind .,black
2cUJTeArPsI,0.07,14.54,little kid is wearng pink [blank] and is hanging from a side to side .,shirt
0UcBldDI0RA,46.97,57.93,he shows two aluminum [blank] that are joined together for demonstration purposes .,plates
0UcBldDI0RA,46.97,57.93,he shows [blank] aluminum plates that are joined together for demonstration purposes .,two
0UcBldDI0RA,57.93,85.33,he takes the nova rod and shows how he can weld the [blank] pieces together .,two
0UcBldDI0RA,85.33,100.21,he begins welding the [blank] plates of aluminum .,two
0UcBldDI0RA,100.21,116.65,then he hits the [blank] with a hammer and scrubs off the dust .,plates
b1PAqOmflgI,0.17,33.85,a boy in a blue t-shirt bounces [blank] basketballs in a gym while blocking another basketball player and making a goal with the ball .,two
b1PAqOmflgI,0.17,33.85,a boy in a [blank] t-shirt bounces two basketballs in a gym while blocking another basketball player and making a goal with the ball .,blue
b1PAqOmflgI,0.17,33.85,a boy in a blue t-shirt bounces two basketballs in a [blank] while blocking another basketball player and making a goal with the ball .,gym
b1PAqOmflgI,1.53,6.12,a boy bounces [blank] basketballs between his legs .,two
b1PAqOmflgI,11.74,33.17,"the player in the [blank] shirt blocks him and makes the goal , and then proceeds to do it again , twice .",blue
OLUOk4xfYWE,0,161.76,man is playing [blank] with a lot of people gathered around him .,piano
OLUOk4xfYWE,143.16,146.4,man is holding a [blank] and is recording the man in the piano .,cellphone
OLUOk4xfYWE,143.16,146.4,man is holding a cellphone and is recording the man in the [blank] .,piano
2U0vMYnC49c,0,36.95,a boy in red jacket holds a [blank] scraper tool and remove snow from a car windshield .,window
2U0vMYnC49c,0,36.95,a boy in [blank] jacket holds a window scraper tool and remove snow from a car windshield .,red
2U0vMYnC49c,37.46,42.77,the boy turns the [blank] and uses the edge corner edge briefly .,tool
0GpNcvAVWVg,0,2.91,we see the colorful title [blank] .,card
PvrozrgcGf0,0,35.48,"these girls are shown kneeling down on the floor and playing dress up [blank] girl put 's chap stick on her lips , cheeks , forehead , and under her eyes .",one
PvrozrgcGf0,0,53.09,then another one puts a little [blank] on the top of her eyes .,makeup
e5XATG2IK6Q,25.04,115.81,the boy uses the [blank] all over the car while the camera follows his movements .,rag
JXucFXh58VE,1.45,41.29,several people are seen drilling [blank] into the ice while looking down and speaking to the camera .,holes
JXucFXh58VE,42.02,96.35,many [blank] are shown of the people fishing as well as pulling fish out of a hole .,pictures
T8P52q1gCNA,14.86,55,[blank] are mixed together in a silver bowl .,ingredients
T8P52q1gCNA,14.86,55,ingredients are mixed together in a silver [blank] .,bowl
kRVmpJILmjo,139.68,227.12,"as the continue , a large [blank] stand is in the middle of the road .",hay
LI3wIHFQkAk,0,62.95,a man in a suit plays a [blank] on stage in front of a man playing a piano .,flute
zc7_D9RiOY0,4.66,13.31,a [blank] diver is under the water wearing oxygen in he mouth .,scuba
zc7_D9RiOY0,10.31,31.27,"the diver is holding his eye [blank] , and put it on .",mask
XgJ6iiK-gQo,50.66,57.56,"he finishes the [blank] , showing off his skills .",hedge
LXH96dFBVYk,0,37.88,"a [blank] runs in the street goring people and throwing them to the floor , while the bulls is attached to a rope .",bulls
LXH96dFBVYk,37.88,62.39,the [blank] enters a home .,bull
LXH96dFBVYk,37.88,62.39,the [blank] continues goring people in the street .,bull
LXH96dFBVYk,37.88,62.39,"the bull enters a home , then the bull continues goring people in the [blank] .",street
LXH96dFBVYk,63.5,98.04,the [blank] enters a [blank] and attack a person behind the fence .,corral
LXH96dFBVYk,63.5,98.04,the [blank] continues fiercely goring people in the street .,bull
LXH96dFBVYk,63.5,98.04,"the bull enters a corral and attack a person behind the fence , then the bull continues fiercely goring people in the [blank] .",street
LXH96dFBVYk,99.15,109.18,"a person pet the [blank] through a window , after the bull clash with another bull that falls on the ground .",bull
LXH96dFBVYk,130.35,137.03,the [blank] attacks a dog sit on front a door .,bull
LXH96dFBVYk,109.18,183.83,the [blank] gores people and also attacks people on the sidewalk .,bull
LXH96dFBVYk,183.83,222.82,the [blank] continues goring people 's behind .,bull
_Ga4HoMl6yM,27.32,33.13,"after a while of trying , she hits the [blank] the pinata is hanging from and knocks the pinata down , but has barely gotten any [blank] out .",candy
5Vd6PEUWo64,0,23.52,"[blank] women are standing on a beach , wearing bikinis and holding a surf board .",two
mTsEJFP3W1A,0,25.77,a [blank] is shown in a room leaning up against a brown table .,bicycle
mTsEJFP3W1A,0,25.77,a bicycle is shown in a room leaning up against a [blank] table .,brown
mTsEJFP3W1A,107.22,206.19,the [blank] are then added back on the bike and tightened around the [blank] .,wheel
i_Fs0Qrtu90,6.72,224.05,a woman touched a black [blank] .,phone
i_Fs0Qrtu90,6.72,224.05,"a woman touched a [blank] phone , and a screen of purple capsule like bacteria showed up .",black
i_Fs0Qrtu90,6.72,224.05,"a woman touched a black phone , and a screen of [blank] capsule like bacteria showed up .",purple
i_Fs0Qrtu90,13.44,36.97,"the person put back the [blank] , and started typing on the black keyboard .",phone
i_Fs0Qrtu90,13.44,36.97,"the person put back the phone , and started typing on the [blank] keyboard .",black
i_Fs0Qrtu90,32.49,76.18,the [blank] shot is put in the scene .,bacteria
i_Fs0Qrtu90,96.34,162.44,"the woman took off her ring , wash her hand , got home [blank] and rub it on her hand thoroughly and rinse it .",soap
qqLiKDMtps8,0.84,20.21,these two people shown here are riding their [blank] over snowy humps outside .,bicycles
qqLiKDMtps8,0.84,20.21,these [blank] people shown here are riding their bikes over snowy humps outside .,two
qqLiKDMtps8,30.31,78.3,they 've rode over dirt [blank] .,humps
qqLiKDMtps8,56.41,125.45,they 've also rode over sand [blank] in the building and other humps in a race .,humps
V3Sz4WWJ2_M,83.52,159.74,he holds up a spray [blank] to spray the walls while the others help .,bottle
3I6LMFdA2lc,0.86,86.4,a baby is shown laying in [blank] while a comb gently brushes it 's hair .,bed
Ti14bsS3RtU,0,208.98,a [blank] commercial demonstrates how to fix a slate roof on a house .,roofing
Ti14bsS3RtU,20.05,57,a man cuts parts on a folding table outside and then installs a [blank] on a roof using power tools and tools from his tool belt .,slate
Ti14bsS3RtU,59.11,129.82,the man installs copper [blank] to the slate roof that protrude from the roof .,pieces
GBNj2k2OVGo,30.62,226.81,the man is playing the [blank] .,saxophone
GBNj2k2OVGo,193.93,224.54,a white [blank] standing behind the man .,bird
GBNj2k2OVGo,193.93,224.54,a [blank] bird standing behind the man .,white
Z9gstJONME4,0,35.3,a man is lifting weights in the [blank] .,gym
Z9gstJONME4,0.71,1.59,the [blank] goes to the man 's chest for the first time .,ball
OO3NO29L50U,87.97,204.59,the water changes [blank] as the various paints are shown .,colors
1aNOjjLWjxc,0.09,3,a man in a [blank] hat is standing in the sand .,white
1aNOjjLWjxc,0.57,3,a person in a [blank] shirt serves the volleyball but it does n't make it over the net .,black
9Pun6fgAg8Q,0,89.7,[blank] teams play beach volleyball on front a crowd .,two
9Pun6fgAg8Q,7.18,9.42,a woman holds a smart [blank] .,phone
9Pun6fgAg8Q,11.66,12.56,a man serves a [blank] .,ball
QZi1yBFRZzc,73.28,74.5,an older man uses the [blank] .,shears
fFoYCI-Si6s,0,8.54,[blank] men are inside a gym .,two
n1JkJu0VjQk,0,33.07,a young man in a [blank] karate uniform practices some moves .,white
aDrjDISgmLU,19.09,92.97,man is talking in front of the camera and the team is standing in a big [blank] grassy field .,green
bXJMw4gLmGM,40.66,159.45,the man [blank] then brushes a long piece of metal .,irons
iYdbam6e8cI,143.17,146,a school [blank] is on the street behind them .,bus
B5Zi054Fa5k,0,104.38,a man in a [blank] sweater quickly performs a rubik cube challenge as the timer ticks .,black
B5Zi054Fa5k,104.99,106.19,the man in the [blank] sweater finishes and jumps up in excitement .,black
A_g93uJD-_8,0,7.97,[blank] men cook omelettes on long pans in the street .,two
A_g93uJD-_8,8.5,41.46,a man puts scrambles [blank] in the hot pan using two stick to turn over the eggs .,eggs
A_g93uJD-_8,41.46,101.52,then the man adds more scrambled [blank] while turning the omelette to make it bigger .,eggs
A_g93uJD-_8,102.05,106.3,"after , he man wraps the [blank] .",omelette
ZhPL4xb8JD0,11.5,22.11,"after , the horseman throws the hoop and catch the calf , then quickly he lie the [blank] on the floor and tie the legs .",calf
zHXpo62bCaQ,0,23.56,"a woman with blonde long hair is carrying a [blank] hula hoops , the hula hoops has rainbow colored tape on parts of it .",white
VssVjdgvHrQ,25.53,73.63,"they then put [blank] on their hands , scrub the [blank] in , and rinse their hands through the water .",soap
jLykQW_-IVw,0,87.08,a woman is smoking a [blank] .,cigarette
xddZ9YjTGgo,17.6,88.01,"the man in [blank] shirt run towards the ball , kicked the ball , and the goalkeeper was n't able to block it , the player high five his teammates .",red
xddZ9YjTGgo,78.06,153.06,the players are kicking the [blank] to the goal .,ball
F1MKU9-yXg0,0,17.56,a young man in a [blank] jacket is standing in front of a mound of dirt and is talking about his maintenance tasks .,green
F1MKU9-yXg0,17.56,46.61,the man then comes in the back yard with a [blank] wheelbarrow and dumps the dirt in the back yard .,green
4U13LEMIdi4,0,12.15,a [blank] is sitting in a cat bed .,cat
4U13LEMIdi4,0,12.15,a cat is sitting in a cat [blank] .,bed
4U13LEMIdi4,0.55,10.38,it is licking its [blank] .,paw
4U13LEMIdi4,10.44,12.15,it then wipes its [blank] on its ear .,paw
YWu9gYCBAas,22.69,27.01,a person sprays the [blank] with a bottle then uses scrub brushes to scrub the sink .,sink
YWu9gYCBAas,28.09,100.49,the person rinses the sink the wipes it with a [blank] towel .,blue
YWu9gYCBAas,100.49,169.65,the person then rinses the [blank] again and wipes it down with the blue towel again .,sink
YWu9gYCBAas,100.49,169.65,the person then rinses the sink again and wipes it down with the [blank] towel again .,blue
YWu9gYCBAas,169.65,195.58,the person sprays the [blank] with a solution and uses a small roller paint brush to run the solution into the sink .,sink
YfWKbMPFmcU,63.12,70.59,she is painting one of the houses with [blank] paint .,blue
fsyMiHRW3z4,0,25.42,a woman stands by a [blank] hopscotch and talks to the camera .,yellow
YfouQ4TJhmQ,0,21.17,an old man in [blank] shirt is brushing the the body of the brown horse .,white
YfouQ4TJhmQ,0,21.17,an old man in white shirt is brushing the the body of the [blank] horse .,brown
kKxNVwk7Evc,26.59,31.02,people carrying [blank] follows behind them .,flags
kKxNVwk7Evc,40.33,88.63,the drummers at at the back playing their [blank] .,drums
7cpX1j9dwjA,0,5.07,a colorful intro includes the [blank] words that say `` world 's most dangerous sports events '' and the green letters separately `` srp '' .,white
7cpX1j9dwjA,0,5.07,a colorful intro includes the white words that say `` world 's most dangerous sports events '' and the [blank] letters separately `` srp '' .,green
7cpX1j9dwjA,5.07,5.99,madrid spain on a map appears and it quickly goes into various different clips of men in arenas holding [blank] capes as they taunt angry bulls .,red
7cpX1j9dwjA,89.4,92.16,"the intro appears and it 's a black screen with the [blank] letters srp , production credits along with the rights .",green
KjbZvsu0OxE,0,48.39,a [blank] is seen wandering around a yard as well as a man speaking to the camera .,dog
KjbZvsu0OxE,46.77,111.29,the [blank] moves around the area while the man continues to speak to the camera .,dog
KjbZvsu0OxE,110.48,151.61,the [blank] runs back and fourth while the camera zooms in on his face .,dog
701UoJ5pgeo,11.42,56.39,she pours cleaner in a sink and describes some cleaning [blank] .,tools
701UoJ5pgeo,11.42,56.39,she pours cleaner in a [blank] and describes some cleaning tools .,sink
701UoJ5pgeo,57.82,73.52,she puts a powder in the [blank] and squeezes a lemon over the powder .,sink
